yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A201F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b3892	P0AEL0	FDOI_ECOLI	reviewed	Formate dehydrogenase, cytochrome b556(fdo) subunit (Aerobic formate dehydrogenase cytochrome b556 subunit) (FDH-Z subunit gamma) (Formate dehydrogenase-O subunit gamma)	fdoI b3892 JW3863	Escherichia coli (strain K12)	211
eco:b3893	P0AAJ5	FDOH_ECOLI	reviewed	Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta)	fdoH b3893 JW3864	Escherichia coli (strain K12)	300
eco:b3902	P32169	RHAD_ECOLI	reviewed	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	rhaD rhuA b3902 JW3873	Escherichia coli (strain K12)	274
eco:b3903	P32170	RHAA_ECOLI	reviewed	L-rhamnose isomerase (EC 5.3.1.14)	rhaA b3903 JW5561	Escherichia coli (strain K12)	419
eco:b3911	P0AE82	CPXA_ECOLI	reviewed	Sensor histidine kinase CpxA (EC 2.7.13.3)	cpxA ecfB eup ssd b3911 JW3882	Escherichia coli (strain K12)	457
eco:b3916	P0A796	PFKA_ECOLI	reviewed	ATP-dependent 6-phosphofructokinase isozyme 1 (ATP-PFK 1) (Phosphofructokinase 1) (EC 2.7.1.11) (6-phosphofructokinase isozyme I) (Phosphohexokinase 1)	pfkA b3916 JW3887	Escherichia coli (strain K12)	320
eco:b3919	P0A858	TPIS_ECOLI	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi b3919 JW3890	Escherichia coli (strain K12)	255
eco:b3925	P0A9C9	GLPX_ECOLI	reviewed	Fructose-1,6-bisphosphatase 1 class 2 (FBPase 1 class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1 class 2)	glpX b3925 JW3896	Escherichia coli (strain K12)	336
eco:b3939	P00935	METB_ECOLI	reviewed	Cystathionine gamma-synthase (CGS) (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	metB b3939 JW3910	Escherichia coli (strain K12)	386
eco:b3940	P00562	AK2H_ECOLI	reviewed	Bifunctional aspartokinase/homoserine dehydrogenase 2 (Aspartokinase II/homoserine dehydrogenase II) (AKII-HDII) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]	metL metM b3940 JW3911	Escherichia coli (strain K12)	810
eco:b3941	P0AEZ1	METF_ECOLI	reviewed	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	metF b3941 JW3913	Escherichia coli (strain K12)	296
eco:b3956	P00864	CAPP_ECOLI	reviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc glu b3956 JW3928	Escherichia coli (strain K12)	883
eco:b3957	P23908	ARGE_ECOLI	reviewed	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	argE b3957 JW3929	Escherichia coli (strain K12)	383
eco:b3958	P11446	ARGC_ECOLI	reviewed	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC b3958 JW3930	Escherichia coli (strain K12)	334
eco:b3959	P0A6C8	ARGB_ECOLI	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB b3959 JW5553	Escherichia coli (strain K12)	258
eco:b3960	P11447	ARLY_ECOLI	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH b3960 JW3932	Escherichia coli (strain K12)	457
eco:b3967	P22634	MURI_ECOLI	reviewed	Glutamate racemase (EC 5.1.1.3)	murI dga glr yijA b3967 JW5550	Escherichia coli (strain K12)	285
eco:b3990	P30140	THIH_ECOLI	reviewed	2-iminoacetate synthase (EC 4.1.99.19) (Dehydroglycine synthase) (Tyrosine lyase)	thiH b3990 JW3953	Escherichia coli (strain K12)	377
eco:b3991	P30139	THIG_ECOLI	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG b3991 JW5549	Escherichia coli (strain K12)	256
eco:b3992	P30138	THIF_ECOLI	reviewed	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	thiF b3992 JW3956	Escherichia coli (strain K12)	251
eco:b4003	P14377	ZRAS_ECOLI	reviewed	Sensor protein ZraS (EC 2.7.13.3)	zraS hydH b4003 JW3967	Escherichia coli (strain K12)	465
eco:b4005	P15640	PUR2_ECOLI	reviewed	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD b4005 JW3969	Escherichia coli (strain K12)	429
eco:b4006	P15639	PUR9_ECOLI	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH b4006 JW3970	Escherichia coli (strain K12)	529
eco:b4013	P07623	METAS_ECOLI	reviewed	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	metAS metA b4013 JW3973	Escherichia coli (strain K12)	309
eco:b4014	P08997	MASY_ECOLI	reviewed	Malate synthase A (MSA) (EC 2.3.3.9)	aceB mas b4014 JW3974	Escherichia coli (strain K12)	533
eco:b4025	P0A6T1	G6PI_ECOLI	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi b4025 JW3985	Escherichia coli (strain K12)	549
eco:b4041	P0A7A7	PLSB_ECOLI	reviewed	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB b4041 JW4001	Escherichia coli (strain K12)	807
eco:b4070	P0ABK9	NRFA_ECOLI	reviewed	Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase)	nrfA b4070 JW4031	Escherichia coli (strain K12)	478
eco:b4079	P07658	FDHF_ECOLI	reviewed	Formate dehydrogenase H (EC 1.17.98.4) (Formate dehydrogenase-H subunit alpha) (FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	fdhF b4079 JW4040	Escherichia coli (strain K12)	715
eco:b4084	P32718	ALSK_ECOLI	reviewed	D-allose kinase (Allokinase) (EC 2.7.1.55)	alsK yjcT b4084 JW5724	Escherichia coli (strain K12)	309
eco:b4085	P32719	ALSE_ECOLI	reviewed	D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)	alsE yjcU b4085 JW4046	Escherichia coli (strain K12)	231
eco:b4092	P16692	PHNP_ECOLI	reviewed	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55) (Phosphoribosyl cyclic phosphodiesterase)	phnP b4092 JW4053	Escherichia coli (strain K12)	252
eco:b4094	P16690	PHNN_ECOLI	reviewed	Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)	phnN b4094 JW4055	Escherichia coli (strain K12)	185
eco:b4095	P16689	PHNM_ECOLI	reviewed	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (RPnTP diphosphatase) (EC 3.6.1.63)	phnM b4095 JW4056	Escherichia coli (strain K12)	378
eco:b4096	P16679	PHNL_ECOLI	reviewed	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (RPnTP synthase subunit PhnL) (EC 2.7.8.37)	phnL b4096 JW4057	Escherichia coli (strain K12)	226
eco:b4098	P16688	PHNJ_ECOLI	reviewed	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	phnJ b4098 JW4059	Escherichia coli (strain K12)	281
eco:b4099	P16687	PHNI_ECOLI	reviewed	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (RPnTP synthase subunit PhnI) (EC 2.7.8.37) (Ribose 1-methylphosphonate 5-triphosphate synthase nucleosidase subunit)	phnI b4099 JW4060	Escherichia coli (strain K12)	354
eco:b4100	P16686	PHNH_ECOLI	reviewed	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (RPnTP synthase subunit PhnH) (EC 2.7.8.37)	phnH b4100 JW4061	Escherichia coli (strain K12)	194
eco:b4112	P30844	BASS_ECOLI	reviewed	Sensor protein BasS (EC 2.7.13.3)	basS pmrB b4112 JW4073	Escherichia coli (strain K12)	363
eco:b4112	G1E6H3	G1E6H3_ECOLI	unreviewed	Histidine kinase (EC 2.7.13.3)	pmrB	Escherichia coli str. K-12 substr. MG1655	363
eco:b4122	P14407	FUMB_ECOLI	reviewed	Fumarate hydratase class I, anaerobic (EC 4.2.1.2) (D-tartrate dehydratase) (EC 4.2.1.81) (Fumarase B)	fumB b4122 JW4083	Escherichia coli (strain K12)	548
eco:b4124	P0AD01	DCUR_ECOLI	reviewed	Transcriptional regulatory protein DcuR	dcuR yjdG b4124 JW4085	Escherichia coli (strain K12)	239
eco:b4129	P0A8N5	SYK2_ECOLI	reviewed	Lysine--tRNA ligase, heat inducible (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysU b4129 JW4090	Escherichia coli (strain K12)	505
eco:b4151	P0A8Q3	FRDD_ECOLI	reviewed	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein) (Quinol-fumarate reductase subunit D) (QFR subunit D)	frdD b4151 JW4112	Escherichia coli (strain K12)	119
eco:b4152	P0A8Q0	FRDC_ECOLI	reviewed	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein) (Quinol-fumarate reductase subunit C) (QFR subunit C)	frdC b4152 JW4113	Escherichia coli (strain K12)	131
eco:b4153	P0AC47	FRDB_ECOLI	reviewed	Fumarate reductase iron-sulfur subunit (EC 1.3.5.4) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	frdB b4153 JW4114	Escherichia coli (strain K12)	244
eco:b4177	P0A7D4	PURA_ECOLI	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA adeK b4177 JW4135	Escherichia coli (strain K12)	432
eco:b4192	P39300	ULAG_ECOLI	reviewed	Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)	ulaG yjfR b4192 JW5868	Escherichia coli (strain K12)	354
eco:b4196	P39304	ULAD_ECOLI	reviewed	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase) (KGPDC) (L-ascorbate utilization protein D)	ulaD sgaH yjfV b4196 JW4154	Escherichia coli (strain K12)	216
eco:b4197	P39305	ULAE_ECOLI	reviewed	L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22) (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase)	ulaE sgaU yjfW b4197 JW4155	Escherichia coli (strain K12)	284
eco:b4244	P0A7F3	PYRI_ECOLI	reviewed	Aspartate carbamoyltransferase regulatory chain	pyrI b4244 JW4203	Escherichia coli (strain K12)	153
eco:b4266	P0A9P9	IDNO_ECOLI	reviewed	5-keto-D-gluconate 5-reductase (EC 1.1.1.69)	idnO yjgU b4266 JW4223	Escherichia coli (strain K12)	254
eco:b4267	P39346	IDND_ECOLI	reviewed	L-idonate 5-dehydrogenase (NAD(P)(+)) (EC 1.1.1.264)	idnD yjgV b4267 JW4224	Escherichia coli (strain K12)	343
eco:b4322	P24215	UXUA_ECOLI	reviewed	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA b4322 JW4285	Escherichia coli (strain K12)	394
eco:b4374	P0A8Y1	YJJG_ECOLI	reviewed	Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5) (House-cleaning nucleotidase) (Non-canonical pyrimidine nucleotide phosphatase) (Nucleoside 5'-monophosphate phosphohydrolase) (dUMP phosphatase)	yjjG b4374 JW4336	Escherichia coli (strain K12)	225
eco:b4381	P0A6L0	DEOC_ECOLI	reviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC dra thyR b4381 JW4344	Escherichia coli (strain K12)	259
eco:b4382	P07650	TYPH_ECOLI	reviewed	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	deoA tpp ttg b4382 JW4345	Escherichia coli (strain K12)	440
eco:b4383	P0A6K6	DEOB_ECOLI	reviewed	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB drm thyR b4383 JW4346	Escherichia coli (strain K12)	407
eco:b4398	P08368	CREB_ECOLI	reviewed	Transcriptional regulatory protein CreB	creB yjjE b4398 JW4361	Escherichia coli (strain K12)	229
eco:b4467	P52074	GLCF_ECOLI	reviewed	Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcF) (Glycolate oxidase subunit GlcF)	glcF gox yghL b4467 JW5486	Escherichia coli (strain K12)	407
eco:b4477	Q6BF16	DGOA_ECOLI	reviewed	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (EC 4.1.2.21) (2-oxo-3-deoxygalactonate 6-phosphate aldolase) (6-phospho-2-dehydro-3-deoxygalactonate aldolase) (6-phospho-2-keto-3-deoxygalactonate aldolase) (KDPGal)	dgoA yidU b4477 JW5628	Escherichia coli (strain K12)	205
eco:b4024	P08660	AK3_ECOLI	reviewed	Lysine-sensitive aspartokinase 3 (EC 2.7.2.4) (Aspartate kinase III) (AKIII) (Lysine-sensitive aspartokinase III)	lysC apk b4024 JW3984	Escherichia coli (strain K12)	449
eco:b4090	P37351	RPIB_ECOLI	reviewed	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	rpiB yjcA b4090 JW4051	Escherichia coli (strain K12)	149
eco:b3041	P0A7J0	RIBB_ECOLI	reviewed	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	ribB htrP b3041 JW3009	Escherichia coli (strain K12)	217
eco:b4258	P07118	SYV_ECOLI	reviewed	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS b4258 JW4215	Escherichia coli (strain K12)	951
eco:b0469	P69503	APT_ECOLI	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt b0469 JW0458	Escherichia coli (strain K12)	183
eco:b2162	P33022	RIHB_ECOLI	reviewed	Pyrimidine-specific ribonucleoside hydrolase RihB (EC 3.2.2.8) (Cytidine/uridine-specific hydrolase)	rihB yeiK b2162 JW2149	Escherichia coli (strain K12)	313
eco:b4245	P0A786	PYRB_ECOLI	reviewed	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB b4245 JW4204	Escherichia coli (strain K12)	311
eco:b4254	P04391	OTC1_ECOLI	reviewed	Ornithine carbamoyltransferase subunit I (OTCase-1) (EC 2.1.3.3)	argI b4254 JW4211	Escherichia coli (strain K12)	334
eco:b0039	P60584	CAIA_ECOLI	reviewed	Crotonobetainyl-CoA reductase (EC 1.3.8.13) (Crotobetaine reductase) (Crotonobetainyl-CoA dehydrogenase)	caiA yaaO b0039 JW0038	Escherichia coli (strain K12)	380
eco:b3177	P0AC13	DHPS_ECOLI	reviewed	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	folP dhpS b3177 JW3144	Escherichia coli (strain K12)	282
eco:b4019	P13009	METH_ECOLI	reviewed	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Methionine synthase, vitamin-B12-dependent) (MS)	metH b4019 JW3979	Escherichia coli (strain K12)	1227
eco:b2927	P0A9B6	E4PD_ECOLI	reviewed	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	epd gapB b2927 JW2894	Escherichia coli (strain K12)	339
eco:b0063	P08204	ARAB_ECOLI	reviewed	Ribulokinase (EC 2.7.1.16)	araB b0063 JW0062	Escherichia coli (strain K12)	566
eco:b4054	P04693	TYRB_ECOLI	reviewed	Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57) (Beta-methylphenylalanine transaminase) (EC 2.6.1.107)	tyrB b4054 JW4014	Escherichia coli (strain K12)	397
eco:b3972	P08373	MURB_ECOLI	reviewed	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB yijB b3972 JW3940	Escherichia coli (strain K12)	342
eco:b3974	P0A6I3	COAA_ECOLI	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase) (Rts protein)	coaA panK rts b3974 JW3942	Escherichia coli (strain K12)	316
eco:b2574	P10902	NADB_ECOLI	reviewed	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	nadB nicB b2574 JW2558	Escherichia coli (strain K12)	540
eco:b4154	P00363	FRDA_ECOLI	reviewed	Fumarate reductase flavoprotein subunit (EC 1.3.5.4) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit)	frdA b4154 JW4115	Escherichia coli (strain K12)	602
eco:b4386	P32099	LPLA_ECOLI	reviewed	Lipoate-protein ligase A (EC 6.3.1.20) (Lipoate--protein ligase)	lplA yjjF b4386 JW4349	Escherichia coli (strain K12)	338
eco:b4015	P0A9G6	ACEA_ECOLI	reviewed	Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	aceA icl b4015 JW3975	Escherichia coli (strain K12)	434
eco:b4069	P27550	ACSA_ECOLI	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acs yfaC b4069 JW4030	Escherichia coli (strain K12)	652
eco:b4131	P0A9H3	LDCI_ECOLI	reviewed	Inducible lysine decarboxylase (LDCI) (EC 4.1.1.18)	cadA ldcI b4131 JW4092	Escherichia coli (strain K12)	715
eco:b3885	P0A8Y3	YIHX_ECOLI	reviewed	Alpha-D-glucose 1-phosphate phosphatase YihX (Alpha-D-glucose-1-P phosphatase) (EC 3.1.3.10) (Alpha-D-glucose-1-phosphatase) (Haloacid dehalogenase-like phosphatase 4) (HAD4)	yihX b3885 JW5566	Escherichia coli (strain K12)	199
eco:b4384	P0ABP8	DEOD_ECOLI	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD pup b4384 JW4347	Escherichia coli (strain K12)	239
eco:b3058	P0AC16	FOLB_ECOLI	reviewed	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)	folB ygiG b3058 JW3030	Escherichia coli (strain K12)	122
eco:b3997	P29680	DCUP_ECOLI	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE b3997 JW3961	Escherichia coli (strain K12)	354
eco:b3870	P0A9C5	GLN1B_ECOLI	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA b3870 JW3841	Escherichia coli (strain K12)	469
eco:b3187	P0AD57	ISPB_ECOLI	reviewed	Octaprenyl diphosphate synthase (EC 2.5.1.90) (All-trans-octaprenyl-diphosphate synthase) (Octaprenyl pyrophosphate synthase) (OPP synthase)	ispB cel yhbD b3187 JW3154	Escherichia coli (strain K12)	323
eco:b4160	P0A8K1	PSD_ECOLI	reviewed	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd b4160 JW4121	Escherichia coli (strain K12)	322
eco:b3412	P13001	BIOH_ECOLI	reviewed	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	bioH bioB b3412 JW3375	Escherichia coli (strain K12)	256
eco:b3973	P06709	BIRA_ECOLI	reviewed	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA bioR dhbB b3973 JW3941	Escherichia coli (strain K12)	321
eco:b3619	P67910	HLDD_ECOLI	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD htrM rfaD waaD b3619 JW3594	Escherichia coli (strain K12)	310
eco:b3945	P0A9S5	GLDA_ECOLI	reviewed	Glycerol dehydrogenase (GDH) (GLDH) (EC 1.1.1.6)	gldA b3945 JW5556	Escherichia coli (strain K12)	367
eco:b4268	P39208	IDNK_ECOLI	reviewed	Thermosensitive gluconokinase (EC 2.7.1.12) (Gluconate kinase 1)	idnK gntV b4268 JW4225	Escherichia coli (strain K12)	187
eco:b2154	P33018	SFGH2_ECOLI	reviewed	S-formylglutathione hydrolase YeiG (FGH) (EC 3.1.2.12)	yeiG b2154 JW2141	Escherichia coli (strain K12)	278
eco:b3846	P21177	FADB_ECOLI	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB oldB b3846 JW3822	Escherichia coli (strain K12)	729
eco:b0386	P0A9L8	P5CR_ECOLI	reviewed	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC b0386 JW0377	Escherichia coli (strain K12)	269
eco:b0312	P17445	BETB_ECOLI	reviewed	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB b0312 JW0304	Escherichia coli (strain K12)	490
eco:b0340	P00816	CYNS_ECOLI	reviewed	Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase)	cynS cnt b0340 JW0331	Escherichia coli (strain K12)	156
eco:b2542	P77650	HCAD_ECOLI	reviewed	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3)	hcaD hcaA4 phdA yfhY b2542 JW2526	Escherichia coli (strain K12)	400
eco:b3390	P0A6D7	AROK_ECOLI	reviewed	Shikimate kinase 1 (SK 1) (EC 2.7.1.71) (Shikimate kinase I) (SKI)	aroK b3390 JW5947	Escherichia coli (strain K12)	173
eco:b0400	P08400	PHOR_ECOLI	reviewed	Phosphate regulon sensor protein PhoR (EC 2.7.13.3)	phoR nmpB b0400 JW0390	Escherichia coli (strain K12)	431
eco:b3431	P15067	GLGX_ECOLI	reviewed	Glycogen debranching enzyme (EC 3.2.1.196) (Glycogen operon protein GlgX) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX glyX b3431 JW3394	Escherichia coli (strain K12)	657
eco:b3475	P37623	ACPT_ECOLI	reviewed	4'-phosphopantetheinyl transferase AcpT (EC 2.7.8.7)	acpT yhhU b3475 JW3440	Escherichia coli (strain K12)	195
eco:b4166	P39288	QUEG_ECOLI	reviewed	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	queG yjeS b4166 JW4124	Escherichia coli (strain K12)	379
eco:b1106	P75948	THIK_ECOLI	reviewed	Thiamine kinase (EC 2.7.1.89)	thiK ycfN b1106 JW1092	Escherichia coli (strain K12)	274
eco:b3993	P30137	THIE_ECOLI	reviewed	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE b3993 JW3957	Escherichia coli (strain K12)	211
eco:b4407	O32583	THIS_ECOLI	reviewed	Sulfur carrier protein ThiS (Thiamine biosynthesis protein ThiS)	thiS thiG1 b4407 JW3955	Escherichia coli (strain K12)	66
eco:b1014	P09546	PUTA_ECOLI	reviewed	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA poaA b1014 JW0999	Escherichia coli (strain K12)	1320
eco:b2765	P65870	QUED_ECOLI	reviewed	6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	queD ygcM b2765 JW2735	Escherichia coli (strain K12)	121
eco:b1253	P0A8Z0	YCIA_ECOLI	reviewed	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)	yciA b1253 JW1245	Escherichia coli (strain K12)	132
eco:b4238	P28903	NRDD_ECOLI	reviewed	Anaerobic ribonucleoside-triphosphate reductase (EC 1.1.98.6) (Class III ribonucleoside-triphosphate reductase)	nrdD b4238 JW4197	Escherichia coli (strain K12)	712
eco:b4468	P52073	GLCE_ECOLI	reviewed	Glycolate oxidase subunit GlcE (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcE)	glcE gox yghL b4468 JW5487	Escherichia coli (strain K12)	350
eco:b0521	P37306	ARCC_ECOLI	reviewed	Carbamate kinase (EC 2.7.2.2)	arcC ybcF b0521 JW0510	Escherichia coli (strain K12)	297
eco:b0571	P0ACZ8	CUSR_ECOLI	reviewed	Transcriptional regulatory protein CusR	cusR ylcA b0571 JW0560	Escherichia coli (strain K12)	227
eco:b2265	P38051	MENF_ECOLI	reviewed	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate hydroxymutase) (Isochorismate mutase)	menF yfbA b2265 JW2260	Escherichia coli (strain K12)	431
eco:b0617	P69330	CITD_ECOLI	reviewed	Citrate lyase acyl carrier protein (Citrate lyase gamma chain)	citD ybdX b0617 JW0609	Escherichia coli (strain K12)	98
eco:b0620	P0AEF4	DPIA_ECOLI	reviewed	Transcriptional regulatory protein DpiA (Destabilizer of plasmid inheritance)	dpiA citB criR mpdA b0620 JW0612	Escherichia coli (strain K12)	226
eco:b1993	P0AE76	COBU_ECOLI	reviewed	Bifunctional adenosylcobalamin biosynthesis protein CobU (Adenosylcobinamide kinase) (EC 2.7.1.156) (Adenosylcobinamide-phosphate guanylyltransferase) (EC 2.7.7.62)	cobU b1993 JW1971	Escherichia coli (strain K12)	181
eco:b2700	P0A6G3	PNCC_ECOLI	reviewed	Nicotinamide-nucleotide amidohydrolase PncC (NMN amidohydrolase PncC) (EC 3.5.1.42) (NMN deamidase) (Nicotinamide-nucleotide amidase)	pncC ygaD b2700 JW2670	Escherichia coli (strain K12)	165
