X1,X2,X3,X4,X5,X6,X7,X8,cid
ritonavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,392622
saquinavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,441243
tipranavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,54682461
abacavir,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,441300
delavirdine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,5625
didanosine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,135398739
efavirenz,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,64139
emtricitabine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,60877
etravirine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,193962
lamivudine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,60825
nevirapine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,4463
rilpivirine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,6451164
stavudine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,18283
tenofovir disoproxil,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,5481350
zalcitabine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,24066
zidovudine,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,enzyme  hydrolase,35370
gallium nitrate,Hydroxyapatite chelating agent,CHEMBL2363055,Hydroxyapatite,P31350,Ribonucleoside-diphosphate reductase subunit M2,Homo sapiens,enzyme,61635
gallium nitrate,Hydroxyapatite chelating agent,CHEMBL2363055,Hydroxyapatite,NA,NA,Homo sapiens,NA,61635
omalizumab,Ig epsilon chain C region inhibitor,CHEMBL1834,Ig epsilon chain C region,P01854,Ig epsilon chain C region,Homo sapiens,secreted,NA
rimantadine,Influenza virus A matrix protein M2 inhibitor,CHEMBL2052,Influenza virus A matrix protein M2,P63231,Matrix protein 2,Influenza A virus (A/Udorn/307/1972(H3N2)),ion channel  other  misc  m2-c,5071
mycophenolate mofetil,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),P12268,Inosine-5'-monophosphate dehydrogenase 2,Homo sapiens,enzyme  reductase,5281078
mycophenolate mofetil,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),P20839,Inosine-5'-monophosphate dehydrogenase 1,Homo sapiens,enzyme  reductase,5281078
mycophenolic acid,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),P12268,Inosine-5'-monophosphate dehydrogenase 2,Homo sapiens,enzyme  reductase,446541
mycophenolic acid,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),P20839,Inosine-5'-monophosphate dehydrogenase 1,Homo sapiens,enzyme  reductase,446541
thioguanine,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),P12268,Inosine-5'-monophosphate dehydrogenase 2,Homo sapiens,enzyme  reductase,2723601
thioguanine,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),P20839,Inosine-5'-monophosphate dehydrogenase 1,Homo sapiens,enzyme  reductase,2723601
ribavirin,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,CHEMBL1822,Inosine-5'-monophosphate dehydrogenase 1,P20839,Inosine-5'-monophosphate dehydrogenase 1,Homo sapiens,enzyme  reductase,37542
lithium carbonate,Inositol-1(or 4)-monophosphatase 1 inhibitor,CHEMBL1786,Inositol-1(or 4)-monophosphatase 1,P29218,Inositol monophosphatase 1,Homo sapiens,enzyme  hydrolase,11125
lithium citrate,Inositol-1(or 4)-monophosphatase 1 inhibitor,CHEMBL1786,Inositol-1(or 4)-monophosphatase 1,P29218,Inositol monophosphatase 1,Homo sapiens,enzyme  hydrolase,13520
insulin aspart,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,118984445
insulin aspart protamine recombinant,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin detemir,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,16137271
insulin glargine,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,118984454
insulin glulisine,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,156612985
insulin human,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,118984375
insulin lispro,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,16132438
insulin lispro protamine recombinant,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin purified beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin purified pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp isophane beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp isophane beef/pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp isophane purified beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp isophane purified pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp isophane recombinant human,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp isophane semisynthetic purified human,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp protamine zinc beef/pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp protamine zinc purified beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin susp protamine zinc purified pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp extended beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp extended purified beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp extended recombinant human,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp prompt beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp prompt purified pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp purified beef,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp purified beef/pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp purified pork,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp recombinant human,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
insulin zinc susp semisynthetic purified human,Insulin receptor agonist,CHEMBL1981,Insulin receptor,P06213,Insulin receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
mecasermin,Insulin-like growth factor I receptor agonist,CHEMBL1957,Insulin-like growth factor I receptor,P08069,Insulin-like growth factor 1 receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
mecasermin rinfabate,Insulin-like growth factor I receptor agonist,CHEMBL1957,Insulin-like growth factor I receptor,P08069,Insulin-like growth factor 1 receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  insr,NA
natalizumab,Integrin alpha-4/beta-1 inhibitor,CHEMBL1907599,Integrin alpha-4/beta-1,P13612,Integrin alpha-4,Homo sapiens,membrane receptor,NA
natalizumab,Integrin alpha-4/beta-7 inhibitor,CHEMBL2095184,Integrin alpha-4/beta-7,P13612,Integrin alpha-4,Homo sapiens,membrane receptor,NA
vedolizumab,Integrin alpha-4/beta-7 inhibitor,CHEMBL2095184,Integrin alpha-4/beta-7,P13612,Integrin alpha-4,Homo sapiens,membrane receptor,NA
vedolizumab,Integrin alpha-4/beta-7 inhibitor,CHEMBL2095184,Integrin alpha-4/beta-7,P26010,Integrin beta-7,Homo sapiens,membrane receptor,NA
abciximab,Integrin alpha-IIb/beta-3 inhibitor,CHEMBL2093869,Integrin alpha-IIb/beta-3,P05106,Integrin beta-3,Homo sapiens,membrane receptor,NA
eptifibatide,Integrin alpha-IIb/beta-3 inhibitor,CHEMBL2093869,Integrin alpha-IIb/beta-3,P05106,Integrin beta-3,Homo sapiens,membrane receptor,448812
eptifibatide,Integrin alpha-IIb/beta-3 inhibitor,CHEMBL2093869,Integrin alpha-IIb/beta-3,P08514,Integrin alpha-IIb,Homo sapiens,membrane receptor,448812
tirofiban,Integrin alpha-IIb/beta-3 inhibitor,CHEMBL2093869,Integrin alpha-IIb/beta-3,P05106,Integrin beta-3,Homo sapiens,membrane receptor,60947
tirofiban,Integrin alpha-IIb/beta-3 inhibitor,CHEMBL2093869,Integrin alpha-IIb/beta-3,P08514,Integrin alpha-IIb,Homo sapiens,membrane receptor,60947
efalizumab,Integrin alpha-L/beta-2 (LFA-1) inhibitor,CHEMBL2364172,Integrin alpha-L/beta-2 (LFA-1),P20701,Integrin alpha-L,Homo sapiens,adhesion,NA
efalizumab,Integrin alpha-L/beta-2 (LFA-1) inhibitor,CHEMBL2364172,Integrin alpha-L/beta-2 (LFA-1),P20701,Integrin alpha-L,Homo sapiens,membrane receptor,NA
abciximab,Integrin alpha-V/beta-3 inhibitor,CHEMBL1907598,Integrin alpha-V/beta-3,P05106,Integrin beta-3,Homo sapiens,membrane receptor,NA
interferon alfa-2a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
interferon alfa-2a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
interferon alfa-2b,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,71306834
interferon alfa-2b,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,71306834
interferon alfa-n3,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
interferon alfa-n3,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
interferon alfacon-1,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
interferon alfacon-1,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
interferon beta-1a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
interferon beta-1a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
interferon beta-1b,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
interferon beta-1b,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
peginterferon alfa-2a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
peginterferon alfa-2a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
peginterferon alfa-2b,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
peginterferon alfa-2b,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
peginterferon beta-1a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P17181,Interferon alpha/beta receptor 1,Homo sapiens,membrane receptor,NA
peginterferon beta-1a,Interferon alpha/beta receptor agonist,CHEMBL2364170,Interferon alpha/beta receptor,P48551,Interferon alpha/beta receptor 2,Homo sapiens,membrane receptor,NA
interferon gama-1b,Interferon gamma receptor agonist,CHEMBL2364171,Interferon gamma receptor,P15260,Interferon gamma receptor 1,Homo sapiens,membrane receptor,NA
interferon gama-1b,Interferon gamma receptor agonist,CHEMBL2364171,Interferon gamma receptor,P38484,Interferon gamma receptor 2,Homo sapiens,membrane receptor,NA
oprelvekin,Interleukin 11 receptor alpha agonist,CHEMBL2050,Interleukin 11 receptor alpha,Q14626,Interleukin-11 receptor subunit alpha,Homo sapiens,membrane receptor,NA
secukinumab,Interleukin 17A inhibitor,CHEMBL3390822,Interleukin 17A,Q16552,NA,Homo sapiens,secreted,NA
canakinumab,Interleukin-1 beta inhibitor,CHEMBL1909490,Interleukin-1 beta,P01584,Interleukin-1 beta,Homo sapiens,secreted,NA
rilonacept,Interleukin-1 beta inhibitor,CHEMBL1909490,Interleukin-1 beta,P01584,Interleukin-1 beta,Homo sapiens,secreted,NA
anakinra,Interleukin-1 receptor antagonist,CHEMBL1959,Interleukin-1 receptor,P14778,Interleukin-1 receptor type 1,Homo sapiens,membrane receptor,146171046
ustekinumab,Interleukin-12 inhibitor,CHEMBL2364153,Interleukin-12,P29460,Interleukin-12 subunit beta,Homo sapiens,secreted,NA
